PROSPECT CREEK      AK - 701748                                                 														
 66 deg    49' N  150 deg    39' W - Elev  335m   LST=GMT+99 hours   *NT=-10    														
 08/73-08/79 01/87-06/96                                                        								Adjusted to Alaska Time Zone (GMT-9)						
SPEED BY YEAR                                                                   														
	Year	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	3	41	43	28	83	41	45	43	23	55	41	55	10	8
	4	35	44	27	51	39	45	24	50	43	46	24	21	6
	5	26	29	25	27	57	29	24	14	25	35	21	24	7
	6	30	38	37	30	47	26	42	20	22	27	29	34	7
	7	39	58	46	45	59	46	49	20	18	20	72	20	16
	8	50	68	37	28	45	53	71	29	21	28	196	48	14
	9	41	66	36	31	49	54	52	29	47	27	37	30	20
	10	44	62	29	44	53	71	70	41	37	33	21	41	22
	11	48	84	35	40	56	89	56	45	42	46	34	35	20
	12	46	75	24	28	58	70	62	51	53	48	30	29	16
	13	63	155	34	41	73	78	76	56	73	54	43	32	13
	14	55	51	42	66	66	88	63	80	59	74	46	18	14
	15	56	73	48	71	55	87	59	61	59	63	48	29	17
	16	74	62	51	205	73	121	73	69	66	74	52	19	13
	17	60	60	39	66	74	87	77	68	68	84	60	20	18
	18	60	102	49	68	74	70	81	68	50	55	54	21	14
	19	56	51	62	83	55	87	65	52	54	74	69	16	9
	20	61	88	33	97	78	67	77	53	58	73	76	5	13
	21	55	65	28	109	60	71	60	34	34	86	60	16	17
	22	49	49	40	94	45	53	47	52	36	85	46	7	20
	23	44	101	42	63	40	49	36	30	42	54	29	10	48

SPEED BY DIRECTION                                                              																																							
	Month	calm	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360
	ALL	0	2.72	2.85	2.91	2.98	3.03	2.94	2.79	2.94	3.39	4.12	4.73	5.29	5.66	4.93	3.76	3.31	2.81	2.96	2.91	3	3.22	3.22	3.39	3.6	3.67	3.79	3.94	3.57	3.43	3.16	2.98	2.75	2.75	3.11	2.35	2.62	2.72
	1	0	2.5	2.6	2.6	3	2.9	2.9	2.7	2.5	2.9	4	5.4	5.7	5.8	4.1	3.1	2.1	2.8	3.2	2.8	2.4	2.3	3.3	3.3	3.4	3.4	3.4	4.1	3	2.1	2.3	2.1	2	4.7	2	2.1	2.5	2.5
	2	0	2.4	2.5	3	2.9	3.1	2.9	2.6	2.6	3	3.5	4.1	5.6	5.6	3.4	2.4	2.5	2.3	2.1	1.9	2.8	2.2	2.7	3.4	3.2	3.2	2.6	1.9	2	2.2	2.1	1.5	2.1	2.2	2.6	1.9	2.3	2.4
	3	0	2.9	3.1	3	3.1	3.3	2.9	3	2.9	3.3	4.3	6.8	5.8	6.4	5.5	4.8	2.7	3.2	2.2	3.2	3	3.5	3.3	3.5	3.7	2.9	2.4	3.2	1.9	1.7	2	1.8	2.1	1.5	2.3	1.7	2.6	2.9
	4	0	3.2	3.2	3.4	3.4	3.2	3.2	3	3.5	4.6	4.9	5.2	5.7	5.9	5.7	4.5	3.5	2.9	3.2	4.1	3.5	3.9	3.6	3.6	3.7	3.8	3.4	4.1	3.3	3	2.6	2.7	2	2.7	2	2.2	3.1	3.2
	5	0	3.2	3.2	3.1	3.2	3.4	3.4	3.8	4.1	4.3	4.9	5.5	5.8	5.7	4.8	4.4	4.3	2.8	4	4.1	3.4	3.3	3.9	3.9	4	3.8	4.3	4.5	4	4.2	3.5	3.1	2.7	2.9	2.9	2.8	2.8	3.2
	6	0	2.9	3.6	3.3	3.2	3.2	3.4	3.1	3.3	4.7	4.4	4.5	5.1	5.6	5.4	4.7	3.2	3.9	3.3	3.6	3.4	3.6	3.3	3.8	4.2	4.3	4.4	4.4	4.6	4.6	3.4	3.9	4	3.4	3	2.9	3.4	2.9
	7	0	3	2.9	3	2.8	2.9	2.6	2.4	2.8	2.7	4.1	3.4	4.9	5.4	5.6	4.8	5.8	3.3	4.1	3.4	3.6	3.4	3.2	3.5	3.5	4.3	4.3	4.2	3.9	3.4	3.5	3.7	4.2	2.7	2.8	2.7	2.6	3
	8	0	2.8	2.8	2.7	2.6	2.4	2.7	2.3	2	2.8	3.3	4.2	4.7	5.9	5.3	4	3.7	3.6	3.3	2.6	3.2	3.3	3.4	3.5	3.6	3.8	3.6	4.1	3.5	3.6	3.6	3.4	2.8	2.8	2.7	2.6	2.9	2.8
	9	0	2.3	2.5	2.7	3.1	3.1	3.2	3.3	3.2	4.4	4.6	4.5	5.9	5.7	5.5	5.2	3.2	2.9	3.3	3.2	3.2	3.4	3.4	3.1	3.9	3.9	3.6	3.2	3.3	3.1	2.8	1.8	1.6	2.1	3.4	2.5	1.9	2.3
	10	0	2.4	2.6	2.7	3	3	2.9	2.7	3.7	4	4.5	4.3	5.6	5.9	5.8	3.5	2.9	1.5	1.9	1.8	1.9	2.4	2.4	2.7	2.7	2.8	3.4	2.7	2.4	2.2	4.3	1.5	1.3	1.6	2.3	1.9	1.8	2.4
	11	0	2.3	2.4	2.3	2.9	2.9	2.8	2.6	3	2.8	3.3	3.3	4.4	5.5	2.6	1.8	1.9	2.5	2.1	1.9	1.6	2	2.6	2.6	3.1	4.2	3.5	3.3	2.8	2.5	1.8	1.8	2.2	1.7	2.9	2	2	2.3
	12	0	2.2	2.4	2.7	2.5	2.8	2.7	2.3	2.2	2.2	2.4	3.1	2.7	3.7	2.4	1.5	1.9	2.1	2.5	2.2	2	2.1	2.3	2.3	2.7	2.2	2.8	1.7	2.1	2.1	1.5	1.8	1.7	2	10.2	2.1	2.8	2.2
FREQUENCY BY DIRECTION                                                          																																							
	Month	calm	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360
	ALL	18.6	2.19	2.81	3.93	5.37	7.7	6.66	5.97	4.09	3.33	4.36	4.11	3.9	4.87	3.17	1.76	1.13	0.91	1.05	1.41	1.41	2.19	3.29	4.02	3.42	3.38	2.52	2.06	1.51	1.09	1.05	0.84	0.6	0.91	0.71	1.11	1.17	2.19
	1	23.1	1.7	2.9	4	6.7	9.7	8.4	8.9	6.9	4.1	6.3	6.5	4.3	5.2	2.9	2.1	0.8	1	1	0.9	0.7	0.9	1.9	2.9	1.1	1.5	1.1	0.4	0.5	0.4	0.4	0.3	0.1	0.7	0.7	0.8	1.2	1.7
	2	22.9	1.7	2.7	4.5	8	10.3	9	7.9	5.5	4	4.7	3.9	5.3	4	2.3	1.5	1.3	1.3	1.3	1.7	1.1	0.8	1.7	2.4	2.6	2.4	0.8	0.8	0.5	0.3	0.4	0.4	0.4	0.9	0.9	1.1	1.5	1.7
	3	21.1	2.4	3	4.6	7.8	10	8.1	7.1	4.7	2.9	4.1	3.9	3.6	5	4.2	1.4	0.6	0.9	0.5	0.8	1.5	2.1	2.5	4.6	4.6	2.5	0.8	1.5	0.5	0.4	0.8	0.3	0.5	0.2	0.5	0.5	0.5	2.4
	4	10.2	2.8	4.3	5.4	7.1	6.1	6	5.6	2.8	2.6	5.9	4.2	4.3	5.2	2.9	1.7	0.8	0.8	0.4	0.8	1.3	2.7	5.6	5.4	4.3	3.2	2.1	0.6	1.3	0.9	0.4	0.3	0.2	0.4	0.1	0.8	1	2.8
	5	11.4	2.2	2.9	3.4	3.5	6.5	5.1	4.7	4.1	3.4	6	5.6	4.5	6.2	3.2	2.2	0.7	0.9	1	1	1.4	1.9	2.4	3.6	3	3.6	3.2	2.6	2.3	1.3	1.3	1	0.7	0.8	1.1	1.1	1.6	2.2
	6	9.7	2.3	2.1	2.6	2.8	4.1	2.3	2.3	2.1	3	2.8	2.8	3.2	4.3	2.9	0.6	1.2	0.4	1.6	2.3	1.3	4.2	3.6	5.9	5	5.4	5.8	6	3.7	2.1	2.2	1.6	1.3	1.6	0.9	1.6	2	2.3
	7	12	2	2.7	4.5	3.3	3.9	3.5	2.9	1.7	2.1	2.3	2.5	3.8	4	4.4	2.7	2.3	1.7	1.2	1.8	2.4	2.5	4.3	4.2	4	4.2	4.2	4.6	2.7	2.8	1.8	2.4	0.7	2.1	1.2	1.1	1.4	2
	8	14.5	2.2	2.3	2.7	3.7	5.2	5.2	3.8	2.1	1.6	1.5	2.2	2.1	5.6	5	2.1	1.6	0.6	1.1	2	1.5	3	4.2	5.1	5	5.6	4.6	3.2	2.4	2	2.6	1.6	1.4	1.6	1	1.9	0.8	2.2
	9	15.4	2.3	1.8	3.8	3.6	5.9	6	4.4	2.9	2.4	4.8	4.4	5.4	4.4	3.1	1.8	1.1	0.8	1	2	2.6	3.5	5.4	5.9	4.5	5	2.5	2.4	1.3	1.1	0.7	0.2	0.5	0.7	0.6	0.8	0.5	2.3
	10	19.1	2.2	3.3	3.4	5.8	9.2	8.8	6.1	4.2	3.3	4	4.4	3.1	7.1	3.2	1.6	0.8	0.6	1	0.7	1	1.8	3.7	3.3	3	3.6	2.8	0.7	1.3	0.6	1.1	0.8	0.3	0.5	0.6	1.1	1.2	2.2
	11	32.9	2.6	2.9	4.7	5.1	10.4	7.9	8.9	6.3	5.3	5	3.9	3.7	3.3	1.1	1.4	1.1	0.8	1.5	1.5	0.8	1.3	2.9	2.1	2.1	2	1.1	1.6	0.8	1.1	0.8	0.9	0.6	0.8	0.6	1.5	1.6	2.6
	12	27.9	2.2	2.5	3.6	6.3	11.3	9.7	9.3	5.6	5.6	4.3	4.3	3.2	3.7	2.4	2.2	1.7	1.1	1.2	1.6	1.3	1.6	1.7	2.6	1.7	1.7	1.3	0.3	0.7	0.3	0.3	0.5	0.7	0.9	0.5	1.2	0.8	2.2
FREQUENCY OF SPEED                                                              																																							
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25												
	ALL	18.6	13.4	24.7	14.3	10.7	8.3	4.6	3.1	0.7	0.6	0.6	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	23.1	15.7	30.3	10	6.2	5.1	2.3	2.9	0.6	0.8	1.4	0.7	0.6	0.1	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0.1
	2	22.9	18.2	26.9	10.8	8.2	6.5	2.8	1.8	0.4	0.4	0.6	0.4	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0
	3	21.1	11	24.9	13.9	10.5	7.1	4.2	3.9	1	0.8	0.9	0.1	0.4	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0.1
	4	10.2	7.8	20.9	20	15	11.8	8	4	1.2	0.6	0.2	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
	5	11.4	5.7	20.6	16.9	17.1	11.4	8.3	5.8	1.1	1.3	0.3	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0
	6	9.7	6.3	20.1	18.2	17.1	16.1	7.4	3.1	0.6	0.5	0.4	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
	7	12	9.5	23.6	18.1	13.5	13.2	6	3.3	0.3	0.2	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	14.5	12.2	26.5	17.1	12.8	7.8	3.5	3.3	0.7	0.7	0.8	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	9	15.4	10.4	23	17.8	10.6	10.1	6	4.5	0.7	0.6	0.6	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	10	19.1	17.4	25.5	13	8.9	5.9	3.9	3.2	0.9	1.2	0.7	0.2	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1
	11	32.9	20.1	23.3	9.4	5.6	4.5	2	0.9	0.3	0.2	0.5	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
	12	27.9	24.9	28.5	9	5	2.5	1.3	0.4	0.2	0.1	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PERCENT OF POWER BY SPEED                                                       																											
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
	ALL	0	0.6	3.7	6.5	10.4	14.5	13.7	16	5	6	7.9	4	4	1.1	0.4	0.5	0.3	0	0.5	0	0	0	0	0	0	4.7
	1	0	0.5	3.4	3.4	4.6	6.6	5.3	11.6	3.2	5.7	14.1	9.5	11.9	2.6	0	3.8	2.4	0	3.2	0	0	0	0	0	0	8.1
	2	0	1.1	5.5	6.6	10.9	15.5	11.2	13	4.2	5	11.2	9.4	4.1	2.2	0	0	0	0	0	0	0	0	0	0	0	0
	3	0	0.3	2.8	4.7	7.7	9.3	9.4	15.2	5.5	5.9	8.4	1.6	6.9	3	1.7	0	0	0	0	0	0	0	0	0	0	17.5
	4	0	0.3	2.8	7.9	12.6	18.5	20.9	17.4	7.7	5.7	2.4	2.4	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
	5	0	0.2	2.4	6	12.5	14.9	19.3	22.4	6.3	9.3	2.7	1	1.2	0	2	0	0	0	0	0	0	0	0	0	0	0
	6	0	0.2	2.5	7.2	13.8	23.2	18.3	13.5	3.5	4.2	3.8	4.2	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0
	7	0	0.4	3.9	9.1	14.3	24.9	19.7	18.8	2.6	2.5	2.3	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	0	0.5	4.4	8.4	13.4	14.9	11.6	18.8	5.6	7.5	11.6	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	9	0	0.4	3.4	7.8	9.6	16.8	17	22.9	5.3	6	7.7	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	10	0	0.7	3.5	5.3	8.4	9.7	11	15.4	6.3	10.7	8.7	2.6	0	2.2	0	0	0	0	0	0	0	0	0	0	0	15.5
	11	0	1.7	6.9	8.6	11.4	15.8	12.8	9.7	4.9	3	14.5	3	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0
	12	0	3.3	13.4	13.1	16.3	14.2	11.9	6.7	4.4	2	11	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREVAILING DIRECTION BY HOUR                                                    																											
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23		
	ALL	40	40	50	40	40	40	40	40	40	40	60	40	40	40	120	40	120	40	40	40	50	60	40	50		
	1	100	40	70	30	90	30	50	40	30	40	60	50	60	40	40	30	40	50	40	40	60	10	70	100		
	2	40	30	60	40	70	50	50	30	50	30	60	50	50	60	30	30	120	40	50	50	30	60	40	40
	3	40	30	50	40	40	60	40	30	40	70	30	40	90	50	40	40	40	40	30	230	60	50	40	50
	4	60	50	40	60	50	20	60	30	40	30	20	120	30	210	20	240	100	110	20	110	50	90	40	60
	5	100	40	50	40	40	40	30	30	30	120	90	70	240	100	130	90	110	90	70	20	40	100	70	120
	6	80	200	210	120	10	40	200	40	230	260	220	260	250	260	250	230	240	260	270	280	100	240	210	210
	7	110	30	30	20	30	30	220	40	50	220	130	360	130	210	300	240	250	250	250	260	240	150	260	30
	8	40	40	60	40	210	40	40	60	50	50	250	240	230	120	230	120	120	120	250	120	250	130	220	80
	9	100	90	70	40	50	40	210	60	50	40	220	240	220	230	50	120	220	120	100	120	110	110	210	100
	10	50	50	70	120	30	50	40	40	30	50	40	40	40	40	80	40	50	120	120	60	50	100	50	50
	11	60	60	50	50	30	40	60	80	60	90	50	60	40	60	70	50	50	40	40	40	100	60	40	40
	12	50	40	40	60	70	30	60	40	30	40	60	40	40	40	40	40	60	60	50	40	50	60	50	50
SPEED FOR PREVAILING DIRECTION BY HOUR                                          																									
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
	ALL	3.25	2.85	2.97	2.71	2.72	2.62	2.97	2.84	2.83	2.95	2.88	3.06	3.15	2.76	5.53	3.47	5.3	3.47	3.09	3.29	3.25	2.73	3.29	2.64
	1	3.34	2.84	3.2	2.62	3.02	3.14	2.89	2.66	2.8	2.45	3.04	2.99	1.72	2.57	2.93	3.19	3.62	2.69	2.87	3.16	2.51	2.42	3.34	2.4
	2	2.9	3.14	2.3	2.52	1.92	2.32	2.17	2.54	3.46	2.99	2.66	2.06	3.57	2.91	2.46	2.64	6.31	3.92	3.36	3.2	3.56	2.1	3.04	3.82
	3	3.2	2.94	2.92	3.54	3.47	2.52	3.19	2.72	3.01	1.96	2.14	3.3	2.95	2.52	2.87	3.25	3.11	3.49	2.96	3.49	2.12	3.47	4.18	2.84
	4	3.28	3.54	4.57	3.04	3.26	2.92	2.78	2.64	3.1	3.48	3.5	6.28	3.41	4.6	3.98	3.63	3.98	5.8	3.34	5.43	3.73	4.28	2.9	4.15
	5	5.1	2.62	2.78	2.53	2.88	2.65	3.25	3.22	2.39	3.91	5.64	4.17	4.42	5.82	5.42	5.78	6.22	4.97	4.65	3.23	3.8	4.95	3.22	3.73
	6	2.65	3.6	3.03	6.63	2.65	1.5	2.82	2.74	4.6	4.09	3.72	4.1	4.44	4.65	4.4	4.21	5.04	4.5	4.91	4.52	4.5	3.98	3.55	3.46
	7	2.52	2.87	2.53	2.33	1.83	1.52	2.28	2.39	2.62	3.22	6.14	2.82	5.18	3.74	4.48	3.46	4.59	4.14	4.85	3.86	3.68	3.95	4.45	3.57
	8	2.89	1.88	2.25	2.25	3.88	2	1.9	1.85	3.13	2.43	2.63	3.66	3.65	5	3.23	6.32	4.68	6.34	3.82	5.27	2.5	4.83	3.19	2.62
	9	6.12	4.23	4.35	2.87	2.74	2.32	3.54	2.62	3.05	2.53	3.13	3.11	3.3	2.78	3.46	5.17	2.4	6.9	5.1	5.77	6.38	7.48	3.72	3.8
	10	3.04	3.8	3.57	6.27	3.57	2.93	2.87	2.59	2.77	3.31	3.02	3.09	2.54	2.77	4.73	3.05	3.43	6.21	4.95	3.14	2.1	3.82	3.04	2.45
	11	2.53	2.37	3.05	2.53	2.4	2	1.88	2.55	3.43	2.52	3.34	3.03	3.11	2.62	2.92	2.94	3.36	3.22	2.53	2.51	2.4	3.03	2.78	2.17
	12	2.32	2.93	2.52	1.79	2.53	2.65	1.9	3.65	2.01	2.23	2.64	3.15	2.98	2.97	2.98	2.86	1.67	2.47	2.87	2.43	2.4	2.68	3.03	2.32
