FIVE MILE CAMP      AK - 701795                                                 														
 65 deg    56' N  149 deg    50' W - Elev  155m   LST=GMT+99 hours   *NT=-10    														
 08/73-07/79 01/87-06/96                                                        								Adjusted to Alaska Timezone (GMT-9)						
SPEED BY YEAR                                                                   														
	Year	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	1989	18	5	7	44	26	26	19	4	5	78	7	9	2
	1990	3	0	0	1	3	2	2	1	1	14	5	9	2
	1991	5	13	1	8	9	3	4	2	2	1	6	3	4
	1992	12	8	2	7	15	18	6	5	8	7	6	66	1
	1993	25	256	6	0	2	48	28	3	13	0	3	0	1
	1994	4	1	0	4	5	6	10	2	8	19	0	0	0
	1995	12	0	31	35	23	24	2	15	0	1	5	0	1
	1996	7	0	8	1	23	6	8	-1	-1	-1	-1	-1	-1
NUMBER OF SPEED OBSERVATIONS BY YEAR                                            														
	Year	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	ALL	13718	973	1235	1416	1085	1252	1250	1116	1142	1092	1166	1073	918
	1973	3	0	0	0	0	0	0	0	1	2	0	0	0
	1974	1	1	0	0	0	0	0	0	0	0	0	0	0
	1975	4892	59	342	566	310	457	463	398	396	486	600	478	337
	1976	3554	310	316	332	324	331	308	296	318	276	295	233	215
	1977	2794	196	219	290	297	289	292	267	261	182	101	195	205
	1978	503	231	201	48	0	0	11	2	2	2	1	4	1
	1979	20	2	8	2	1	1	5	1	0	0	0	0	0
	1987	114	13	3	7	11	7	4	15	6	8	15	10	15
	1988	211	15	12	15	8	10	20	16	19	24	22	18	32
	1989	261	23	20	26	17	18	22	19	24	17	22	35	18
	1990	143	17	11	12	9	16	11	11	16	9	12	12	7
	1991	177	17	10	18	20	18	12	16	11	15	18	10	12
	1992	176	8	8	14	14	12	19	17	19	18	15	13	19
	1993	226	14	18	21	16	19	23	15	25	16	18	21	20
	1994	227	17	18	15	16	27	15	20	21	17	22	24	15
	1995	288	28	28	26	20	29	24	23	23	20	25	20	22
	1996	128	22	21	24	22	18	21	0	0	0	0	0	0
NUMBER OF SPEED OBSERVATIONS BY HOUR                                            														
	Hour	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	0	172	1	14	25	8	15	19	16	18	18	23	14	1
	1	181	2	16	24	7	19	20	14	18	21	25	14	1
	2	180	3	13	27	6	15	22	20	16	16	28	14	0
	3	180	1	12	28	6	17	21	21	17	18	28	11	0
	4	247	1	17	24	14	34	31	25	30	26	36	9	0
	5	421	10	27	38	39	50	48	44	45	40	52	18	10
	6	560	26	39	58	40	48	49	45	51	63	70	42	29
	7	802	54	53	58	50	93	86	91	80	91	76	43	27
	8	1067	100	104	99	92	96	90	95	88	83	79	76	65
	9	1073	94	94	106	93	103	88	79	87	75	79	89	86
	10	1036	90	97	93	84	90	88	83	83	69	80	87	92
	11	938	79	99	97	67	75	77	60	72	67	66	86	93
	12	869	76	90	87	78	67	83	59	67	60	54	75	73
	13	812	72	76	84	66	71	72	65	62	56	55	60	73
	14	798	70	81	75	62	71	63	72	64	62	51	62	65
	15	778	66	72	81	65	75	60	52	62	62	56	64	63
	16	749	64	71	75	68	67	69	56	54	54	54	60	57
	17	773	64	75	76	70	71	70	59	60	51	60	56	61
	18	735	64	70	80	61	59	60	51	59	50	50	65	66
	19	507	17	37	68	54	36	45	41	37	38	47	55	32
	20	282	16	31	36	26	21	22	19	17	20	26	24	24
	21	179	1	15	22	8	18	24	19	16	18	21	17	0
	22	179	1	17	26	8	20	23	14	18	13	24	15	0
	23	200	1	15	29	13	21	20	16	21	21	26	17	0

SPEED BY HOUR                                                                   														
	Hour	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	0	0.61	0	0.69	1.15	1.33	0.23	0.46	0.34	0.57	0.57	0.57	0.32	0
	1	0.76	0	0.69	0.8	0.59	1.27	1.18	0.25	0.37	0.78	0.83	0.58	0
	2	0.97	0	0.89	0.74	1.93	2.44	0.76	0.2	0.26	0.98	1.16	1.58	-1
	3	0.87	0	0.97	0.47	1.53	1.28	0.63	0.1	1.44	0.39	1.37	1.37	-1
	4	0.85	0	1.34	0.54	1.62	0.99	0.92	0.58	0.49	0.25	1.15	1.29	-1
	5	0.89	0.05	1.12	0.73	1.77	0.8	0.76	0.79	0.7	0.84	0.99	0.79	0.55
	6	0.87	0.65	0.88	0.73	1.44	0.99	0.71	0.75	0.78	0.83	1.05	0.93	0.56
	7	0.95	0.74	0.73	0.71	1.44	1.38	1.27	0.91	0.62	0.54	1.13	1.29	0.29
	8	1.04	0.73	0.61	1.04	1.54	1.91	1.43	1.12	0.68	0.81	1.16	0.64	0.62
	9	1.25	0.96	1	0.96	1.87	1.93	1.97	1.7	0.88	1.06	1.18	0.73	0.65
	10	1.46	0.87	0.84	1.28	2.06	2.54	2.43	2.06	1.37	1.35	1.6	0.65	0.61
	11	1.59	0.84	1.04	1.29	2.51	2.95	2.67	2.75	1.67	1.61	1.59	0.59	0.59
	12	1.87	0.95	1.14	1.78	3	3.3	2.94	2.77	1.97	1.93	1.74	0.66	0.55
	13	2.06	0.93	1.02	1.86	3.63	3.21	2.93	2.83	2.82	2.4	1.69	1.11	0.61
	14	2.12	0.75	1.38	2.21	3.44	3.27	3.12	2.97	2.51	2.81	1.87	0.63	0.51
	15	2.04	0.73	1.04	2.38	3.23	3.2	3.04	2.95	2.96	2.43	1.7	0.54	0.35
	16	2.14	0.45	1.15	2.55	3.73	3.54	2.92	2.9	2.64	2.6	1.64	0.59	0.66
	17	1.92	0.43	0.99	2.03	3.76	3.2	2.67	2.69	2.28	2.21	1.44	0.39	0.56
	18	1.72	0.61	0.82	2.3	3.4	3.1	2.4	2.98	2.07	1.42	0.76	0.57	0.45
	19	1.54	0.65	0.91	1.66	2.66	2.77	1.92	2.36	1.03	1.56	1.02	0.61	0.61
	20	1.17	0.76	0.96	1.11	2.64	2.27	0.9	1.21	0.84	0.84	1.19	0.67	0.52
	21	1.02	0	0.41	1.18	2.4	1.74	1.35	0.75	0.64	0.53	1.16	0.56	-1
	22	0.66	0	0.29	1.17	1.64	1.19	0	0.11	0.48	0.86	0.82	0.27	-1
	23	0.79	0	0.61	0.91	2.42	1.7	0	0	0.68	0.94	0.57	0.35	-1

POWER BY HOUR                                                                   														
	Hour	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	0	7	0	6	14	8	1	6	2	9	17	6	1	0
	1	13	0	5	8	6	9	69	0	3	10	7	8	0
	2	10	0	8	4	17	31	15	0	3	9	10	8	-1
	3	22	0	6	3	22	11	9	0	159	5	11	11	-1
	4	9	0	15	2	29	8	21	2	3	3	7	7	-1
	5	6	0	6	3	14	4	5	3	6	6	7	5	2
	6	6	3	6	4	13	5	4	5	5	8	5	7	2
	7	10	9	6	9	21	16	11	4	4	4	9	32	2
	8	11	4	4	12	13	28	13	8	6	18	8	16	6
	9	14	43	10	11	18	19	20	12	7	9	9	6	4
	10	13	7	12	15	18	26	22	15	10	11	16	3	5
	11	17	7	20	19	26	32	28	27	15	13	16	3	3
	12	20	6	12	20	34	36	36	23	20	17	21	5	5
	13	23	6	17	22	44	39	33	25	35	24	16	13	9
	14	24	6	13	24	44	39	37	30	30	34	21	4	4
	15	23	4	11	33	39	40	31	31	36	26	17	3	1
	16	24	2	11	31	52	41	36	28	28	29	19	3	4
	17	24	2	7	27	63	49	30	28	22	19	22	3	4
	18	21	4	10	36	39	39	26	32	41	11	9	5	2
	19	17	4	12	22	25	36	18	28	8	15	11	5	4
	20	14	4	9	14	29	31	8	11	14	8	35	3	2
	21	17	0	2	19	24	43	17	7	40	5	13	2	-1
	22	8	0	1	22	8	13	0	0	6	10	12	1	-1
	23	9	0	10	17	21	18	0	0	10	11	6	1	-1

SPEED BY DIRECTION                                                              																																							
	Month	calm	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360
	ALL	0	2.73	2.78	2.79	3.07	3.37	3.49	3.3	3.47	3.35	3.46	3.22	2.75	2.98	2.64	2.68	2.71	2.76	2.81	2.59	2.82	2.85	2.51	2.7	2.57	2.77	3.01	3.21	3.48	3.66	3.64	3.59	3.39	3.15	2.77	2.56	2.27	2.73
	1	0	1.6	3.6	1.5	1.6	1.9	2.2	2.8	2.5	2.6	3.3	2.7	2.5	3	4.6	3	3.3	3.1	2	2.4	1.9	2.7	3	2.2	1.5	2.2	2.5	3.1	1.5	2.5	2	2	2.1	2.1	2.5	1.6	1.7	1.6
	2	0	2	2.1	1.7	3.4	3.5	3.7	3	2.8	2.8	3.2	2.5	2.5	2.3	2.1	2.6	2.1	2.3	2.1	2.1	3	1.9	1.8	2.4	1.5	2.5	5.1	-1	2.7	2.3	3.7	3.1	3.3	2.5	2.2	2.6	1.9	2
	3	0	2.9	1.8	3.5	2.8	3	2.8	3.1	3.8	3.6	4	3.3	3	3.1	2.3	2.3	2.7	2.7	3	2.3	2.5	2.7	2	2	2.2	8.2	2.4	3.7	4.2	3.4	4	3.9	3.5	3.8	2.5	2	2.7	2.9
	4	0	2.8	2.6	3.1	3.2	3.4	3.6	3.4	3.7	3.4	3.4	3.4	2.8	3.3	2.4	2.9	2.5	2.6	2.8	2.6	2.7	2.8	2.2	2.1	1.5	2.4	2.8	3.6	3.7	4.1	3.9	3.7	4.2	3.4	3.1	2.4	2.9	2.8
	5	0	3.3	3.5	3.2	4.2	3.6	3.5	3.2	3.6	3.5	3.2	3.2	2.3	2.6	2.4	2.7	2.8	2.5	2.7	2.6	3.4	3.1	2.1	4.3	3	3.1	3.2	3.7	3.9	4.3	3.9	4.6	4.8	3.4	4	3.1	2.6	3.3
	6	0	2.9	3.2	3.2	2.9	3.3	3.6	3.5	4.1	3.2	3.7	4.1	2.5	3.5	2.9	2.9	3	3.2	3.1	2.6	3.3	3.9	2.2	3	2.8	2.9	2.7	3.4	3.5	4	4.1	4	4	3.5	2.6	4.8	2.5	2.9
	7	0	3	2.7	3	3.3	3.6	3.8	3.4	3.3	3.6	3	3.2	3.3	2.7	2.9	2.7	3.1	3	2.9	3	3.2	3.2	2.4	3.2	2.5	3	2.8	2.7	3	3.4	3.4	3.3	3	3.4	3.3	3.2	1.9	3
	8	0	2.7	2	2.8	3	3.8	3.5	3.2	4.1	3	3.2	3.2	3.4	3.6	2.5	2.6	2.9	2.9	2.5	2.3	2.5	2.2	2.2	2.8	3.1	2.8	4	3.7	4.7	3.7	3.6	3.7	3.2	3	3	2.3	2.4	2.7
	9	0	2.8	3.8	2.9	3.2	3.1	3.6	3.6	3.5	3.5	4.2	3.5	2.7	3.1	2.9	3.1	2.4	3	3.5	2.8	2.5	2.3	3.6	2.8	3.6	2.5	2.8	2.2	3.4	3.6	3.4	3.6	3.1	3.5	2.8	2.9	2.3	2.8
	10	0	3.4	2.6	2.6	2.9	3.5	3.2	3.1	3.2	3.7	3.5	3.6	3.3	2.7	3.2	2.5	2.6	3.1	2.9	2.4	1.8	2.5	2.5	2	2.6	2.3	2.4	1.7	2	2.9	3.2	2.8	3.1	3.3	3	2.4	2.4	3.4
	11	0	2.8	4.9	2	3.2	3.2	3.8	3.4	2.4	3.1	2.9	2.2	2	2.7	2.8	2.7	2.2	3	3.4	3.2	3	2.4	4.4	2.2	1.9	2.5	-1	2	1.8	2.9	2.2	2.2	2.1	2.2	2.2	2.3	1.4	2.8
	12	0	1.5	1.4	1.7	1.5	1.5	3.6	3.9	3.2	2.3	3.2	2.1	2.1	2	1.8	1.6	2	2.2	2.3	1.9	2.4	2.7	2	-1	1.5	2	2.5	2.1	1.8	1.5	2.2	2.5	2	2.8	1.7	1.7	1.5	1.5
FREQUENCY BY DIRECTION                                                          																																							
	Month	calm	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360
	ALL	53.03	2.83	1.17	1.79	2.19	4.74	4.14	6.12	3.35	4.09	4.73	3.57	1.73	5.41	1.88	2.53	2.98	2.83	1.7	2.87	1.22	1.47	0.88	0.97	0.56	0.85	1.28	1.75	2.49	3.12	5.7	5.53	4.77	3.57	1.85	1.9	1.44	2.83
	1	69.6	6	2.3	3.7	3	2	3	3.7	4.4	4.4	5	3.7	1.7	6.4	1	4	5.7	2.7	0.7	1.3	1	1.3	0.3	1.3	1	1.7	0.7	1	0.7	2	1	2	3.7	4	3.7	6.4	3.4	6
	2	64.9	3.5	1.2	1.2	1.2	4.6	3.5	5.3	3.9	3	6.5	2.8	1.8	4.8	2.8	5.8	4.6	4.8	2.8	3	0.9	1.6	0.7	1.2	0.2	0.5	0.2	0	0.7	1.8	2.8	6.5	7.4	3.5	2.3	2.3	0.7	3.5
	3	54.4	2	0.9	1.4	2.2	2.9	2.3	6	4.3	4.6	5.7	6.8	2.9	8.2	1.1	2.6	3.3	3.4	1.2	2.6	1.4	2.5	0.3	0.8	0.3	0.2	0.5	1.9	1.9	2.5	5	4	5.7	4.2	1.7	1.4	1.2	2
	4	22.7	1.8	0.9	1.7	2.2	4.5	5.7	7.7	3.5	5.4	4	3.1	1.7	3.9	2.5	2	3.4	3.3	1.3	1.2	1.2	1.2	1.1	1.2	0.1	0.7	0.9	1.2	2.2	3.4	4.6	7.4	5.7	4.8	2	1.3	1.3	1.8
	5	31.2	3.3	0.8	2.3	1.7	5.2	5.1	8.5	5.2	5.1	5.9	2.8	1.3	4.6	1.1	2	2	2.4	1.5	3.2	1.4	1	0.8	0.6	0.7	0.7	1.3	2.3	2.1	3.3	7.5	4.9	2.6	2.9	1.5	1.5	1.1	3.3
	6	43.2	1.4	0.6	1.7	2.1	4.8	3.2	6.9	2.7	3.2	4.3	2.4	0.8	3.8	1.1	2.8	3.5	2.8	2.1	3.6	1.4	2.2	0.6	1.3	1	1.4	1.4	3.6	3.1	4.6	9.7	7.3	4.2	2	0.7	1.1	0.7	1.4
	7	40.8	2.9	1.7	1.8	2.7	6.8	5.6	3.8	2.6	3	4.1	3.6	1.7	6	2.7	2.1	2.9	2.3	2.4	3.9	1.4	1.4	1.4	0.9	0.8	0.9	2.9	1.5	4.7	3.3	4.1	5.6	3.5	1.8	0.9	1.2	1.5	2.9
	8	55	2.3	0.4	1.4	1.7	7.2	3.3	6	1.4	2.3	2.5	3.7	1.7	5.8	1.6	2.1	3.5	2.7	1.4	3.9	1	1.7	1.2	2.1	0.4	1.2	2.7	2.1	4.1	5.6	8.3	5.4	4.5	1.4	0.8	1	1.6	2.3
	9	56.2	3.3	1	1	2.5	4.2	3.1	4.4	3.3	4.4	5.2	4	1.9	9	3.3	2.1	1.7	3.1	2.1	3.1	0.4	1.3	1.5	0.8	0.8	0.4	1.7	1.9	3.6	2.7	5.9	5.6	2.3	4	1	2.1	1	3.3
	10	57	3.6	2.4	3.2	2.8	3.6	4.4	6.6	3.6	5.2	5.6	3.2	1	4	1.6	2.2	1	1.2	0.8	2.4	1.2	0.2	0.8	0.4	0.2	1	1.2	1.2	2	2	6	5	6	4.6	4	3.4	2.8	3.6
	11	73.7	3.9	1.1	0.7	2.8	6.4	3.2	4.6	1.4	2.8	2.8	3.2	1.1	5	1.8	2.1	2.5	2.1	1.4	3.9	1.4	1.4	1.1	0.7	1.1	0.7	0	1.8	1.1	2.1	4.6	6.7	10.6	7.8	1.8	2.8	1.4	3.9
	12	75.7	3.1	2.7	1.3	1.8	3.1	6.2	5.4	1.3	4	4	4.5	5.4	4.5	2.7	1.8	3.1	3.1	3.6	1.8	2.2	1.8	0.9	0	0.4	1.8	0.4	0.4	1.3	0.4	3.6	1.8	4.9	6.2	5.8	2.2	2.2	3.1
FREQUENCY OF SPEED                                                              																																							
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25												
	ALL	53	6.6	18	7	6.5	6.9	1.2	0.5	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	69.6	11.4	10.8	3.4	3.2	1	0.5	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
	2	64.9	9.6	13.8	4.3	3.3	2.8	0.6	0.6	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	3	54.4	6.1	17.4	6.7	5.7	6.6	2	1	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	4	22.7	9	25.8	14	10.3	13.6	3.4	0.8	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	5	31.2	7.4	21.6	10.6	12.7	13.1	1.9	1	0.1	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	6	43.2	2.6	21.1	8.2	10	13	1.5	0.1	0	0.2	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
	7	40.8	6.1	23	10.2	11.4	6.9	1.4	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	55	3.8	19.4	6.9	5.8	7.1	1.1	0.6	0	0.2	0.1	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0
	9	56.2	3.4	18.5	7	5.9	8	0.7	0.3	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	10	57	5.8	19.1	6.6	5.1	5	0.9	0.3	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	11	73.7	4.8	14.4	3.1	1.9	1.8	0	0.3	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	12	75.7	10.6	8.6	1.6	1.2	2.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PERCENT OF POWER BY SPEED                                                       																											
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
	ALL	0	0.7	8.5	8.8	17.9	35.2	10.8	7.9	0.6	2.6	2.3	0.8	1.1	0	0	0	1.2	1.6	0	0	0	0	0	0	0	0
	1	0	2.5	10.1	9.3	17.2	10.6	9	0	0	0	0	0	0	0	0	0	0	41.4	0	0	0	0	0	0	0	0
	2	0	1.7	10.1	9.7	15.8	23.8	8.8	17	2.8	4.3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	3	0	0.6	7.6	7.5	15.4	32.1	16.3	15.5	1.4	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	4	0	0.5	6.7	9.9	16	38.7	16.6	7.5	1.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	5	0	0.4	5.9	7.3	20.2	37.9	9.8	9.7	1	5.5	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	6	0	0.2	7.3	7.2	18.9	45.6	9.4	1	0	3.6	2.2	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0
	7	0	0.6	10.4	11.7	29.7	33	11.8	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	8	0	0.4	7.7	7.3	13	30.4	7.5	8.3	0	4.4	3	0	5.9	0	0	0	12.2	0	0	0	0	0	0	0	0	0
	9	0	0.4	10.2	9	17.8	44.7	7.1	4.7	0	0	0	6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	10	0	0.8	11.8	11.9	17.5	33	9.7	7.4	0	3.3	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	11	0	1.4	16.7	9.3	13.3	23.8	0	12.3	0	0	23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	12	0	4.6	16.4	8.6	14.5	44.4	3.8	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREVAILING DIRECTION BY HOUR                                                    																											
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23		
	ALL	320	50	320	320	70	300	310	310	300	60	120	120	120	120	60	60	290	300	60	290	50	310	320	80		
	1	-1	-1	-1	-1	-1	10	30	310	80	100	20	80	360	150	60	150	10	90	200	100	340	-1	-1	-1		
	2	30	70	20	90	70	60	300	80	60	360	90	160	40	120	60	90	170	140	310	300	50	40	60	70
	3	70	30	110	320	20	140	10	130	30	60	120	120	120	90	100	100	120	100	100	60	60	70	310	80
	4	-1	-1	-1	-1	20	30	310	160	290	60	300	60	150	60	60	60	50	90	40	90	50	-1	-1	80
	5	60	50	50	80	330	60	20	90	290	60	60	90	120	290	290	60	60	40	290	60	70	70	50	60
	6	310	20	20	50	20	60	30	150	30	60	60	60	300	120	290	290	290	300	290	290	50	40	0	0
	7	80	80	300	310	290	20	10	300	30	50	120	40	40	120	40	100	120	50	40	300	50	270	180	0
	8	150	250	290	120	60	350	40	280	300	290	290	120	120	40	60	40	60	40	50	40	280	270	260	110
	9	10	30	40	50	70	220	10	20	150	120	120	160	290	120	120	120	60	40	60	130	60	80	70	90
	10	80	320	340	10	330	300	360	60	320	60	20	60	20	120	290	90	80	60	40	60	310	310	320	310
	11	60	90	320	310	50	300	300	310	300	310	310	300	120	40	40	40	80	120	120	50	40	80	60	40
	12	-1	-1	-1	-1	-1	80	10	50	330	120	50	50	40	360	60	10	290	100	50	80	330	-1	-1	-1
SPEED FOR PREVAILING DIRECTION BY HOUR                                          																									
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
	ALL	1.88	3.24	2.46	2.76	2.88	2.13	2.86	2.37	2.84	3.05	2.74	2.86	2.63	3.03	3.89	3.74	3.79	4.66	3.21	3.72	2.9	3.55	3.02	3.98
	1	-1	-1	-1	-1	-1	0.5	1.5	4.3	3.03	2.23	1.33	2.53	1.5	2.9	3.93	2.37	1.5	2.25	2.8	4.1	1.5	-1	-1	-1
	2	4.1	4.1	1	3.55	3.6	2	1.25	3.3	2.57	1.62	3.57	2.53	2.65	2.12	4.28	2.5	2	2	4.45	3.3	5.1	3.6	2.5	4.1
	3	3.3	2	1.5	3.05	1.5	2.5	1.25	2.55	2.87	3.18	2.62	2.86	2.44	3.92	3.9	2.84	2.8	2.6	2.96	2.12	1.5	6.1	3.57	5.65
	4	-1	-1	-1	-1	2.5	2.55	3.68	2.8	2.96	3.33	3.4	3.46	2.27	3.71	3.93	3.54	4.36	4.75	2.66	2.8	2.25	-1	-1	2.8
	5	1	2.75	4.05	2.67	2.3	1.75	2.24	2.5	3.61	3.1	2.43	2.42	2.17	4.71	4.18	3.63	2.77	3.28	4.25	3.63	3.05	2.75	2.5	4.6
	6	5.1	2	3.6	3.6	5.6	3.3	4.1	2.42	3.17	3.3	3.8	4.16	3.3	3.9	4.32	3.47	3.92	4.71	4.58	4.57	4.1	2.5	0	0
	7	3	2	1.5	2	1.75	1.5	2.8	2.67	3.54	3.3	2.3	3.57	2.85	2.58	3.86	3.93	3.14	4.07	4.08	4.77	2.5	4.6	1.5	0
	8	5.1	4.1	4.1	16.4	2	3.6	2.35	3.38	2.33	3.28	2.64	3.88	3.02	3.64	3.98	3.44	2.94	4.05	3.55	4.05	4.55	10.2	5.1	5.1
	9	2.5	5.1	4.1	5.1	3.3	3.05	5.65	2.25	1.8	2.46	3.03	2.82	3.02	2.81	4.58	3.55	4.2	2.7	3.2	3.9	4.1	2.5	3.05	3.8
	10	1.5	3.2	3.07	3.05	2.15	2.33	2.53	3.4	2.87	3.3	2.2	2.87	3.73	2.82	3.63	3.14	4.23	3.3	2.25	3.03	3.55	3.3	4.55	3.3
	11	2	3	2	2.75	2	1.5	2.17	1.5	2	2.52	2	2.5	2	4.57	2.33	3.05	2.87	2.5	2.87	3	3	2.5	2	2.5
	12	-1	-1	-1	-1	-1	1.5	1.5	4.1	1.5	1.92	4.07	3.9	1.75	1.17	4.85	1.25	2	1.75	3.05	1.75	2	-1	-1	-1
