PRUDHOE BAY         AK - 700636                                                 														
 70 deg    15' N  148 deg    20' W - Elev   14m   LST=GMT+99 hours   *NT=-10    														
 01/73-12/81 06/87-06/99                                                        									Adjusted to Alaska Time Zone (GMT-9)					
SPEED BY YEAR                                                                   														
	Year	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	2	9.9	0.5	0.2	0.4	1.6	2	5	5.7	6.7	4.4	3.8	3	1.6	2	0.8	0.4	0.6	0.1	0.2	0.7	0.4	0.9	2.5	3.2	8.5	12.8	11.2	9.3	6.5	1.8	1	0.9	0.4	0.2	0.3	0	0.1	0.5
	3	9.6	0.4	0.4	0.5	1.7	1.9	4.4	6.5	7.3	5	4.7	4.6	2.3	1.7	0.8	0.1	0.6	0.2	0.3	0.5	0.3	0.3	1.2	2.7	7.6	10.6	12	9.7	5.8	2.3	1.1	1	0.5	0.2	0.4	0.1	0.2	0.4
	4	10.2	1.4	0.4	0.8	2	3	7.7	8.8	11.9	7.7	5.6	3.8	1.3	2.1	0.7	0.4	0.8	0.4	0.2	0.8	0.4	0.8	1.5	1.8	4	6.8	7.3	6.2	4.1	2.4	1.5	1.3	0.5	0.4	0.5	0.3	0.3	1.4
	5	6.2	1.6	0.9	1.1	1.6	1.8	5.7	7.4	18.3	15.2	10.2	5.5	2.5	1.7	0.7	0.4	0.9	0.4	0.3	0.2	0.2	0.2	0.6	0.8	2.8	4	3.3	2.5	2.7	1.2	1	0.9	0.5	0.6	1	0.3	1	1.6
	6	4.4	3.6	1.3	1.4	2.5	2.2	6	7.6	15.5	14.7	10.2	5.2	2.4	1.4	0.4	0.3	0.4	0.2	0.2	0.5	0.2	0.1	0.6	0.5	0.8	1.1	1.5	1.9	2.7	1.7	1.9	2	1.1	1.3	2.3	1.9	2.4	3.6
	7	4.5	4	2.1	1.4	2.8	2.7	7.1	7.5	13.4	11.7	7.6	4.1	2	1.1	0.6	0.4	0.9	0.4	0.4	0.6	0.4	0.7	0.9	0.6	1.7	2.4	2.7	2.7	2.7	2.9	1.9	2	1.5	1.2	2.2	1.2	1.6	4
	8	5.7	2.1	1.6	1	2.4	2.5	5.3	5.5	7.9	9.2	7.9	4.6	2.5	2	0.7	0.6	1.4	0.7	0.5	1.7	1.3	0.9	2.2	1.8	2.9	4.3	3.1	3.5	4.8	3.1	2.3	3.1	2	0.9	1.6	0.8	1.2	2.1
	9	5.6	2	1.3	1.2	2.2	2	5.9	7.4	10.1	7.9	6.8	4.7	2	2.5	1.1	0.4	1	0.4	0.3	1	0.6	1.1	1.9	1.8	4.2	5.6	5.3	5	4.5	2.3	1.5	1.5	1.4	0.8	1.1	0.4	0.7	2
	10	8.5	1	0.7	0.8	1.5	1.5	5.4	6.8	9.5	7.2	6.2	4.5	3.7	3	1.5	0.8	1.2	0.5	0.4	1.1	0.7	1	2.4	2.6	5.7	7.2	7.6	4.6	3.8	2.3	1.3	1	0.4	0.3	0.6	0.4	0.5	1
	11	9.1	0.4	0.3	0.5	1.6	2	8.5	8	8.7	6.3	4.5	2.5	1.8	1.9	0.8	0.5	0.8	0.2	0.4	0.9	0.5	0.8	2.3	3.9	7.8	11.3	8.1	6.9	3.3	1.4	1.2	0.9	0.3	0.2	0.3	0.1	0.1	0.4
	12	7.7	0.5	0.6	0.8	1.9	2.2	10.8	8.7	7.8	4.2	4.3	2.6	1.5	1.1	0.5	0.2	0.5	0.2	0.1	0.5	0.4	0.6	1.9	2.3	6.9	10.7	8.4	8.2	5.9	2.2	0.9	1	0.6	0.3	0.3	0.1	0.5	0.5
FREQUENCY OF SPEED                                                              																																							
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25												
	ALL	7.3	4	13.2	14.6	11.4	11.5	9.5	10.6	6.7	5.2	2.7	1.2	1	0.4	0.3	0.2	0.1	0.1	0.1	0	0	0	0	0	0	0												
	1	7.3	4	11.1	11.8	8.9	11.3	10.5	11.1	7.6	5.7	4	2.6	1.5	1	0.6	0.3	0.2	0.1	0.2	0.1	0.1	0	0	0	0	0
	2	9.9	4.2	13.9	12.7	9.7	10.5	8.9	11.1	6.1	5.4	2.6	1.6	1.6	0.6	0.5	0.3	0.1	0	0	0	0	0	0	0	0	0
	3	9.6	4.2	13.7	14.9	11.8	11.2	9.5	9.8	5.7	4.6	2.3	0.8	0.9	0.3	0.4	0.2	0.1	0.1	0	0	0	0	0	0	0	0
	4	10.2	4.9	15.3	17	12.1	11.3	8.5	8.4	5.3	2.8	2.2	0.9	0.7	0.2	0.1	0.2	0	0	0	0	0	0	0	0	0	0
	5	6.2	3.8	11.4	12.3	10.3	11.1	9.5	12.4	9.1	7.3	3.2	1.7	0.9	0.3	0.2	0.2	0	0	0	0	0	0	0	0	0	0
	6	4.4	3.2	13.2	15.5	14.4	13.1	10	11.4	7	4.2	2.2	0.5	0.4	0.1	0.2	0.1	0	0	0	0	0	0	0	0	0	0
	7	4.5	3.4	12	15.4	13	14.4	11.8	11.9	5.9	4.3	2.2	0.7	0.3	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0
	8	5.7	3.9	14.3	17.1	13.3	12.9	10.4	8.8	5.2	4.8	1.9	0.7	0.4	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0
	9	5.6	3.9	11.7	15.1	11.2	10.2	9.3	11.4	7.4	7	3.8	1.2	0.8	0.3	0.4	0.2	0.1	0.1	0.1	0.1	0	0	0	0	0	0
	10	8.5	4.4	14.8	15.7	10.4	9.1	8	10	6.6	4.8	2.4	1.4	1.6	0.6	0.5	0.4	0.2	0.1	0.3	0	0.1	0	0	0	0	0
	11	9.1	4.1	14.1	13.6	9.3	10.7	8.2	10	7.3	6	2.7	1.2	1.6	0.9	0.4	0.2	0.3	0.1	0	0.1	0	0	0	0	0	0
	12	7.7	3.6	12.5	13.3	11.5	11.8	8.9	10.5	6.8	5.4	3.2	1.4	1.7	0.6	0.5	0.3	0.2	0.1	0	0.1	0	0	0	0	0	0
PERCENT OF POWER BY SPEED                                                       																											
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
	ALL	0	0	0.6	1.8	2.9	5.5	8	14.9	13.4	14.1	9.9	6.1	6.8	3.4	3.3	2.3	1.7	1	1.3	0.8	0.6	0.2	0.1	0.6	0.4	0.2
	1	0	0	0.4	1.1	1.7	4.1	6.6	11.8	11.3	11.5	10.7	9.6	7.2	5.7	4.3	2.5	2.6	1.5	2.7	1.6	1.6	0.4	0	0.6	0.6	0
	2	0	0	0.6	1.4	2.3	4.6	7	14.6	11.3	13.6	8.5	7.2	9.8	4.9	4.5	3.3	2	0	0.4	0	0.5	1.1	0	1.4	0.9	0
	3	0	0.1	0.7	2.1	3.5	6.1	9.3	15.8	13.2	14.3	9.4	4.4	7	2.4	4.6	2.6	1.7	0.9	0.4	0.4	0.5	0	0.7	0	0	0
	4	0	0.1	0.9	2.9	4.4	7.7	10.1	16.4	14.7	10.6	11.4	6.5	6.3	2.6	1.7	2.7	0	0	0	0	0	0	0	0.9	0	0
	5	0	0	0.4	1.4	2.4	4.9	7.2	15.8	16.5	18	10.5	7.7	5.4	2	2.2	1.9	0.5	0.6	0	0	0.4	0	0	1.2	0	0.8
	6	0	0	0.7	2.4	4.7	7.9	10.7	20.1	17.6	14.4	10.2	3.5	3.4	1	2.1	1	0.3	0	0	0	0	0	0	0	0	0
	7	0	0	0.7	2.4	4.2	8.8	12.7	21.6	15.1	15.2	10.4	4.3	2.5	1	0.9	0.3	0	0	0	0	0	0	0	0	0	0
	8	0	0.1	0.8	2.7	4.4	8.1	11.4	16.1	13.8	17.5	9.1	4.6	3.9	1.5	0.5	0.8	0.7	0.4	0.9	0	0	0.8	0	1.9	0	0
	9	0	0	0.4	1.6	2.5	4.4	7	14.5	13.3	17.1	12.4	5.3	5	2	3.9	2.1	1.3	1.3	2.5	2.1	0.5	0	0	0.7	0	0
	10	0	0	0.5	1.6	2.3	3.8	5.8	12.2	11.3	11.2	7.4	5.9	9	4.3	4.2	4.1	3.1	2.3	5.5	0.7	1.8	0.5	0	0	1.5	0.9
	11	0	0	0.5	1.5	2.1	4.6	6.1	12.5	12.9	14.4	8.6	5.1	9.1	6.5	3.9	1.9	4.4	1.5	0.7	1.7	0.5	0	0	0.7	0.8	0
	12	0	0	0.5	1.4	2.7	5	6.6	13	12	13	10.5	6.1	10	4.3	4	3.1	2.1	2.2	0.6	1.5	0.4	0	0	0	0	0.9
PREVAILING DIRECTION BY HOUR                                                    																											
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23		
	ALL	-1	-1	-1	-1	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	-1	-1	-1	-1		
	1	-1	-1	-1	-1	240	240	240	240	240	240	240	240	240	240	240	240	240	240	250	230	-1	230	-1	-1		
	2	-1	-1	-1	-1	-1	70	240	240	240	240	250	250	240	240	250	250	240	240	240	240	250	-1	-1	-1		
	3	-1	-1	-1	-1	230	230	240	240	250	250	250	250	250	250	250	250	250	260	240	50	-1	-1	-1	-1
	4	-1	-1	-1	-1	60	60	70	70	70	70	70	60	70	70	70	70	70	80	70	-1	-1	-1	-1	-1
	5	-1	-1	-1	80	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	-1	-1	-1	-1	-1
	6	-1	-1	-1	80	70	80	80	80	80	70	80	70	70	70	70	70	70	80	80	80	90	70	-1	-1
	7	-1	-1	-1	-1	70	70	70	70	80	70	80	70	70	70	70	70	80	80	80	70	-1	-1	-1	-1
	8	-1	-1	-1	-1	80	80	90	70	90	90	80	80	80	80	80	70	70	80	70	70	80	-1	-1	-1
	9	-1	-1	-1	-1	70	60	70	80	70	70	70	70	70	70	70	70	70	80	70	80	-1	-1	-1	-1
	10	-1	-1	-1	-1	70	250	70	60	70	70	70	70	70	70	70	70	80	80	70	-1	-1	-1	-1	-1
	11	-1	-1	-1	-1	80	240	240	70	50	240	240	250	240	240	240	240	240	240	240	240	-1	-1	-1	-1
	12	50	60	-1	270	50	60	240	50	50	50	240	240	240	240	240	240	240	240	50	50	50	60	260	50
SPEED FOR PREVAILING DIRECTION BY HOUR                                          																									
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
	ALL	-1	-1	-1	-1	6.45	6.65	6.61	6.51	6.71	6.49	6.64	6.89	6.74	6.93	6.9	6.95	6.91	6.9	6.58	6.37	-1	-1	-1	-1
	1	-1	-1	-1	-1	6.18	6.37	5.48	5.92	6.56	6.45	6.47	6.48	6.39	6.3	5.63	5.68	5.69	5.57	6.2	6.49	-1	7.85	-1	-1
	2	-1	-1	-1	-1	-1	6.04	5.69	5.39	5.04	5.07	5.51	7.08	5.5	5.21	7.19	6.18	5.18	5.76	6.44	5.7	6.73	-1	-1	-1
	3	-1	-1	-1	-1	4.11	4.44	5.27	5.71	5.24	5.46	5.73	5.76	5.73	5.46	5.56	5.64	5.59	5.75	5.02	4.66	-1	-1	-1	-1
