GULKANA ARPT (AUT)  AK - 702710                                                 														
 62 deg    09' N  145 deg    27' W - Elev  481m   LST=GMT+99 hours   *NT=-10    														
 01/73-09/02                                                                    						Adjusted to Alaska Timezone (GMT-9)								
SPEED BY YEAR                                                                   														
	Year	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	1979	44	3	26	51	32	78	67	45	37	66	61	63	17
	1980	41	103	48	23	69	50	47	53	25	23	29	9	10
	1981	30	26	30	34	18	41	30	47	71	29	17	12	7
	1982	36	3	37	60	42	36	51	43	23	57	28	9	45
	1983	25	6	1	1	64	51	25	17	42	39	44	7	0
	1984	24	18	22	19	47	22	37	20	35	17	29	2	16
	1985	43	20	27	67	29	76	33	28	61	77	41	26	30
	1986	47	2	41	30	39	48	49	46	70	62	121	12	45
	1987	50	49	86	39	54	63	64	28	43	72	69	11	24
	1988	38	5	41	48	72	43	36	30	59	50	30	1	44
	1989	40	56	15	64	45	54	42	26	33	40	51	10	48
	1990	41	41	28	62	44	33	54	37	38	98	11	24	20
	1991	39	46	14	62	51	62	30	39	42	64	24	4	27
	1992	39	7	29	75	26	42	40	44	33	22	27	83	39
	1993	45	26	28	61	20	55	23	24	70	121	36	53	17
	1994	52	19	60	140	73	78	57	40	38	39	14	33	34
	1995	34	3	46	38	31	47	31	34	25	54	16	69	13
	1996	55	15	54	90	84	79	90	76	100	80	15	7	30
	1997	43	5	45	72	39	90	40	24	57	69	35	13	35
	1998	64	8	9	59	202	153	105	44	76	66	23	2	21
	1999	56	29	24	83	83	79	52	42	62	72	54	1	84
	2000	50	88	77	53	54	41	48	59	49	58	22	40	10
	2001	66	65	47	108	88	102	40	47	50	57	76	5	20
	2002	62	90	60	23	91	58	49	65	74	40	-1	-1	-1
NUMBER OF SPEED OBSERVATIONS BY YEAR                                            														
	Year	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	ALL	233119	19487	18833	20457	19660	19875	19436	20173	19600	18260	19703	18541	19094
	1973	6413	527	549	483	438	489	533	568	433	500	654	620	619
	1974	6986	615	558	642	555	439	423	547	644	633	660	624	646
	1975	7675	643	593	633	628	578	637	639	672	636	663	657	696
	1976	7731	561	577	702	686	708	682	688	562	648	659	623	635
	1977	7684	625	607	664	647	653	659	625	651	653	605	643	652
	1978	7949	612	608	706	690	700	651	600	674	669	691	653	695
	1979	7915	707	644	715	614	458	548	695	722	705	734	666	707
	1980	8445	709	676	723	697	718	703	726	704	707	716	647	719
	1981	8485	726	664	733	708	723	711	712	705	705	714	685	699
	1982	8179	717	625	726	705	694	700	707	708	578	671	664	684
	1983	7868	698	539	704	597	691	649	663	694	632	689	643	669
	1984	8082	676	631	722	683	702	694	701	670	588	696	669	650
	1985	8153	697	642	707	698	708	673	690	679	602	671	662	724
	1986	7983	643	652	694	693	705	697	710	643	481	671	689	705
	1987	8246	632	635	716	698	700	685	718	706	678	729	694	655
	1988	8356	682	626	719	708	713	690	710	698	693	717	693	707
	1989	7998	650	610	538	665	721	696	720	697	638	717	688	658
	1990	8359	703	625	690	697	723	695	707	702	697	719	689	712
	1991	8464	721	635	719	689	718	702	727	718	705	712	697	721
	1992	8419	728	677	721	706	715	693	698	726	679	685	689	702
	1993	8081	689	657	666	685	717	632	719	724	695	706	602	589
	1994	7559	462	572	544	679	720	671	709	692	675	716	594	525
	1995	7513	669	650	644	599	690	694	688	529	630	666	506	548
	1996	6012	465	455	476	461	479	450	421	410	420	652	686	637
	1997	7456	619	629	638	461	553	564	652	643	659	693	673	672
	1998	7047	634	636	664	579	625	584	644	549	540	559	537	496
	1999	7230	620	591	684	630	602	636	574	463	450	520	637	823
	2000	9557	800	793	845	791	763	737	784	762	779	838	821	844
	2001	7390	801	781	818	784	690	616	657	604	564	580	190	305
	2002	5884	456	696	821	789	780	731	774	816	21	0	0	0
NUMBER OF SPEED OBSERVATIONS BY HOUR                                            														
	Hour	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	0	8857	710	716	773	734	740	762	782	743	664	771	714	748
	1	8859	715	726	782	737	741	763	772	734	667	778	703	741
	2	8541	690	701	754	709	722	726	752	712	628	742	698	707
	3	9900	831	817	894	844	830	877	874	812	706	827	780	808
	4	8554	703	715	782	709	713	699	733	714	626	743	709	708
	5	9608	650	681	719	874	894	885	913	902	856	889	675	670
	6	10023	895	837	956	835	815	764	810	808	772	805	855	871
	7	9706	780	765	812	812	857	819	874	842	812	838	725	770
	8	9565	788	774	834	813	824	795	818	796	752	814	770	787
	9	10985	946	896	995	940	921	910	941	934	869	887	870	876
	10	9790	825	782	869	823	847	810	824	823	769	826	776	816
	11	9802	823	801	865	826	840	787	829	814	794	829	784	810
	12	9822	829	781	872	834	834	796	828	830	784	842	777	815
	13	9849	841	794	870	829	838	774	856	826	783	841	784	813
	14	9531	814	771	840	819	812	792	801	776	744	814	756	792
	15	11031	964	893	994	930	954	902	947	922	877	895	868	885
	16	9901	845	794	861	819	848	812	847	835	810	826	790	814
	17	9940	836	802	857	844	853	818	850	837	806	832	797	808
	18	10050	837	791	867	835	854	825	862	864	825	843	812	835
	19	10010	853	792	866	848	863	818	866	849	814	840	790	811
	20	9963	838	787	829	855	877	862	866	858	801	819	783	788
	21	10937	1004	930	1014	897	910	934	963	874	776	833	887	915
	22	8982	743	760	769	753	739	756	783	749	666	787	718	759
	23	8913	727	727	783	741	749	750	782	746	659	782	720	747

SPEED BY HOUR                                                                   														
	Hour	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	0	1.97	1.42	1.67	1.92	2.21	2.4	2.36	2.33	2.21	2.46	2.01	1.32	1.33
	1	1.93	1.49	1.72	1.9	2.11	2.25	2.29	2.15	2.14	2.41	2.05	1.3	1.31
	2	1.88	1.46	1.71	1.86	2.05	2.11	2.26	2.13	2.13	2.31	2	1.29	1.28
	3	1.86	1.6	1.67	1.94	2.05	2.01	2.19	2.03	2.04	2.2	2	1.24	1.3
	4	1.79	1.5	1.65	1.87	1.91	1.86	2.1	1.98	1.93	2.2	1.9	1.3	1.27
	5	1.9	1.56	1.63	1.89	1.95	1.97	2.29	2.12	2.03	2.28	2.03	1.29	1.3
	6	1.9	1.51	1.51	1.94	1.97	2.18	2.63	2.39	2.08	2.21	2.02	1.23	1.28
	7	2.05	1.58	1.58	1.86	2.08	2.53	2.91	2.6	2.24	2.25	2.1	1.32	1.35
	8	2.15	1.56	1.61	1.9	2.17	2.95	3.14	2.85	2.45	2.39	2	1.28	1.4
	9	2.26	1.56	1.6	1.94	2.48	3.37	3.25	3	2.69	2.58	2.04	1.19	1.36
	10	2.42	1.48	1.66	1.94	2.79	3.7	3.38	3.17	3.11	2.98	2.15	1.28	1.34
	11	2.58	1.44	1.79	2.04	3.22	3.92	3.58	3.28	3.35	3.27	2.35	1.28	1.37
	12	2.73	1.47	1.72	2.38	3.41	4.13	3.79	3.39	3.55	3.6	2.48	1.35	1.39
	13	2.89	1.45	1.77	2.56	3.72	4.41	3.92	3.67	3.79	3.97	2.64	1.4	1.35
	14	2.99	1.51	1.87	2.8	3.93	4.46	4.07	3.74	3.88	4.08	2.73	1.42	1.38
	15	3.09	1.49	1.87	2.99	4.14	4.63	4.25	3.98	4.09	4.05	2.75	1.36	1.35
	16	3.06	1.4	2	3	4.07	4.55	4.2	3.97	4.05	4.09	2.63	1.36	1.31
	17	2.99	1.35	1.84	3.01	4	4.66	4.2	3.88	3.86	3.78	2.5	1.31	1.27
	18	2.88	1.4	1.76	2.77	3.93	4.46	4.12	3.82	3.73	3.44	2.32	1.29	1.35
	19	2.7	1.41	1.8	2.52	3.57	4.16	3.89	3.68	3.42	3.11	2.19	1.22	1.3
	20	2.55	1.43	1.82	2.41	3.22	3.71	3.53	3.36	3.07	2.92	2.24	1.31	1.3
	21	2.28	1.45	1.8	2.42	2.86	3.08	2.91	2.8	2.68	2.65	2.23	1.27	1.25
	22	2.08	1.43	1.71	2.11	2.49	2.67	2.57	2.45	2.39	2.53	2.09	1.29	1.3
	23	2.03	1.4	1.72	1.98	2.26	2.51	2.43	2.41	2.32	2.52	2.06	1.32	1.38

POWER BY HOUR                                                                   														
	Hour	ALL	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
	0	23	25	26	26	25	23	20	19	23	35	24	15	23
	1	23	25	26	26	25	21	19	16	21	34	26	15	20
	2	21	25	26	26	25	19	19	15	20	28	22	12	19
	3	22	32	27	28	31	18	18	14	20	25	23	14	19
	4	22	28	25	39	24	16	17	14	18	26	22	17	19
	5	24	34	24	28	27	22	22	17	21	33	29	18	21
	6	28	42	23	33	31	25	32	20	24	35	31	18	24
	7	34	36	34	29	31	39	39	28	27	36	54	21	29
	8	35	33	33	37	36	49	45	32	32	37	30	20	30
	9	41	36	33	50	56	67	50	38	37	46	34	19	29
	10	50	30	34	55	64	79	53	56	54	64	48	29	27
	11	55	33	44	56	91	84	62	52	62	72	53	20	26
	12	64	44	45	71	103	92	67	53	71	88	71	33	24
	13	71	40	49	85	111	105	74	76	89	103	63	32	25
	14	70	39	54	89	109	107	78	65	83	106	62	28	25
	15	77	34	57	97	129	108	88	76	96	100	62	28	38
	16	70	29	58	87	103	101	86	74	87	102	55	28	27
	17	64	37	43	80	100	104	84	68	77	83	46	23	25
	18	59	27	41	64	92	93	77	67	71	70	45	26	32																									
	19	49	28	38	56	66	77	67	59	60	56	32	21	23																									
	20	42	27	37	44	57	58	53	47	46	46	39	24	24																									
	21	36	30	37	44	44	39	37	33	47	41	34	22	27																									
	22	29	30	30	43	32	29	26	22	27	36	26	21	29																									
	23	27	22	40	27	29	25	23	21	25	35	23	18	40																									

SPEED BY DIRECTION                                                              																																							
	Month	calm	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360
	ALL	0	2.33	2.65	2.84	2.78	2.47	2.18	1.96	1.76	1.63	1.55	1.41	1.4	1.7	2.27	2.85	4.01	4.96	4.92	4.22	3.4	2.85	2.37	2.17	1.95	1.87	1.67	1.61	1.64	1.59	1.62	1.61	1.75	1.92	2.02	2.07	2.09	2.33
	1	0	2	2.3	2.3	1.9	1.9	1.5	1.5	1.3	1.3	1.2	1	1.1	1.2	1.5	2.2	3.4	5.7	6	5	3.8	2.1	1.7	1.4	1.4	1.4	1.3	1.2	1.5	1.3	1.4	1.4	1.5	1.5	1.6	1.7	1.7	2
	2	0	2.2	2.6	3.1	3	2.8	2	2	1.9	1.5	1.2	1.2	1	1.4	1.6	1.9	3.6	5.4	5.8	5	3.9	2.8	2	1.9	1.4	1.4	1.4	1.2	1.3	1.2	1.5	1.4	1.5	1.8	1.9	2	2.1	2.2
	3	0	2.8	3.4	3.4	3.6	2.6	2.2	1.9	1.8	1.7	1.5	1.1	1.4	1.5	2.1	2.4	4	5.4	5.7	5	3.3	2.9	2	1.6	1.6	1.6	1.4	1.3	1.5	1.5	1.4	1.4	1.7	1.8	2	2.1	2.4	2.8
	4	0	2.6	3.1	3.4	3.2	2.7	2.2	2.2	1.8	1.8	1.6	1.6	1.6	1.9	2.7	3.1	4.1	5.3	5.3	4.7	4	3.1	2.5	2.2	1.9	2	1.7	1.7	1.7	1.7	1.7	1.7	1.9	2.1	2.2	2.4	2.4	2.6
	5	0	2.9	3.7	3.9	3.7	3.1	2.9	2.5	2.4	2	1.9	1.8	1.9	2.2	2.7	3.4	4.2	4.7	4.7	4.4	4	3.5	2.9	2.7	2.6	2.3	2.1	2	2.2	2	2	2.1	2.3	2.4	2.7	2.7	2.8	2.9
	6	0	2.9	3.1	3.4	3	3.3	2.9	2.4	2	1.7	1.9	1.8	1.6	2.1	2.7	3.1	4.1	4.6	4.4	4	3.4	3	2.6	2.5	2.4	2.2	2	2.2	2.1	2.1	2.1	2	2.1	2.6	2.4	2.6	2.7	2.9
	7	0	2.8	3	2.8	2.9	2.6	2.6	2.3	1.7	1.8	1.7	1.5	1.7	1.9	2.6	3.1	4	4.5	4	3.6	3.1	2.8	2.4	2.3	2.1	1.9	1.9	1.8	1.8	1.8	1.9	1.9	1.8	2.1	2.3	2.4	2.6	2.8
	8	0	2.9	3	3.4	3.2	2.4	2.2	2	1.9	1.8	1.5	1.3	1.5	1.7	2.3	2.8	4.2	4.8	4.5	3.7	3	2.5	2.1	2	1.8	1.7	1.8	1.5	1.6	1.6	1.7	1.8	1.9	2.1	2.3	2.5	2.5	2.9
	9	0	2.3	2.4	2.7	2.5	2.2	2.1	1.8	1.8	1.9	1.6	1.5	1.5	1.9	2.2	3.1	4.3	5.3	5.1	4.3	3.1	2.5	2.2	1.8	1.7	1.8	1.5	1.6	1.5	1.6	1.5	1.5	1.9	2.1	2.2	2.3	2.2	2.3
	10	0	2.2	2.4	2.5	2.5	2.3	2.1	1.9	1.5	1.5	1.6	1.3	1.2	1.5	1.9	2.7	3.6	5.2	5.3	4.2	3.1	2.2	1.8	1.6	1.5	1.5	1.5	1.4	1.5	1.5	1.6	1.6	1.8	2	2	2	2	2.2
	11	0	1.8	2	1.9	2.1	2	1.5	1.3	1.3	1.1	1.2	1	1	1.2	1.6	2	3.1	4.8	5.7	4.5	2.6	1.5	1.7	1.5	1.4	1.6	1.3	1.4	1.2	1.2	1.5	1.5	1.7	1.8	1.7	1.6	1.6	1.8
	12	0	1.9	2	1.8	2	2	1.6	1.2	1	1	1.1	1.1	0.8	1.1	1.5	2.1	3.1	5.6	6	5.2	3.4	3	2.1	2	1.5	1.6	1.2	1.3	1.3	1.3	1.3	1.4	1.5	1.7	1.8	1.7	1.6	1.9
FREQUENCY BY DIRECTION                                                          																																							
	Month	calm	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360
	ALL	29.88	4.57	3.98	3.34	2.45	1.6	1.1	0.88	0.71	0.68	0.65	0.61	0.83	1.31	1.72	2.76	5.01	9.75	12.41	7.71	3.65	2.2	1.47	1.15	1.07	1.03	0.88	0.95	1.21	1.35	1.87	2.46	3.27	3.74	3.68	3.69	4.25	4.57
	1	53.5	8.6	6.4	4.3	3.2	1.9	1.1	0.7	0.9	0.6	0.7	0.6	0.8	1.3	1.2	1.8	2.4	5.7	8.3	3.9	1.2	0.8	0.5	0.5	0.7	0.6	0.7	0.8	0.9	1.3	2.2	3.3	4.7	6.4	6.4	6.8	7.5	8.6
	2	45.6	7.1	6.2	4.6	2.9	1.9	1	0.9	0.7	0.5	0.7	0.6	0.9	1.4	1.6	2	2.7	5.5	7.9	3.9	1.4	1	0.6	0.5	0.6	0.7	0.8	1	1.7	1.6	2.6	3.6	5.2	6.5	6.2	6.2	6.8	7.1
	3	33.6	5.4	5.2	3.9	2.8	1.8	1.3	0.8	0.6	0.7	0.7	0.5	0.9	1.4	2.1	2.3	3.9	7.4	10	5	1.6	1.1	0.7	0.7	0.9	1	1	1.2	1.7	1.9	2.8	3.8	5.5	5.8	4.7	4.2	4.7	5.4
	4	19.9	3.4	3.2	3.2	2.2	1.5	1.1	0.9	0.9	0.7	0.7	0.7	0.9	1.4	2	3.3	5.2	10	12.9	7.5	3.7	2	1.4	1.3	1.1	1	0.9	1.1	1.4	1.7	2.3	3.2	3.8	3.9	3.4	3.1	3.1	3.4
	5	12	2.5	2.3	2.4	1.9	1.4	1.1	0.9	0.8	0.7	0.7	0.7	0.8	1.2	2	3.5	6.6	11.8	13.8	10.1	6.1	3.7	2.4	1.7	1.4	1.3	1.1	1	1.3	1.2	1.5	1.8	1.9	1.9	2.1	2	2.3	2.5
	6	10.7	2	1.6	1.6	1.3	1	0.8	0.7	0.6	0.6	0.6	0.6	0.8	1.2	1.7	3.3	7.2	13	15.6	11.1	6.1	4	2.5	2	1.6	1.7	1.2	1.1	1.3	1.2	1.5	1.7	1.7	1.8	1.7	1.9	1.8	2
	7	11.3	1.9	1.5	1.3	1.2	1	0.7	0.6	0.5	0.7	0.6	0.6	0.7	1.3	1.6	3.3	7.1	12.6	17.2	12.5	7.1	4	2.6	2	1.6	1.2	1	1	1	1.1	1.2	1.4	1.7	1.5	1.4	1.4	1.8	1.9
	8	17.7	2.8	2.1	2.3	1.8	1.2	1	0.8	0.6	0.7	0.6	0.5	0.6	1.1	1.7	3.5	6.8	13.9	15.5	10.5	5	3.2	2	1.3	1.2	1	0.8	0.8	1	1	1.3	1.7	2	2.3	2.1	2.5	2.8	2.8
	9	19	3.4	3.4	3.1	2.4	1.6	1.3	1	0.8	0.7	0.7	0.7	0.9	1.3	2	3	6.1	13.8	16.1	8.8	3.1	1.7	1.1	0.9	0.9	0.9	0.6	0.7	0.8	0.9	1.3	1.6	2.2	2.8	3	3	3.4	3.4
	10	28.2	5.8	6.2	5.6	3.9	2.4	1.6	1.4	0.8	0.9	0.8	0.6	1	1.6	1.6	2.4	3.6	7.5	10.4	5.6	1.8	1.1	0.8	0.7	0.7	0.9	0.7	0.9	1.1	1.3	1.8	2.7	3.7	4.2	4.4	4.3	5.4	5.8
	11	53.1	8.6	7.2	5.3	4.1	2.4	1.4	1	0.8	0.8	0.6	0.6	0.6	1.1	1.4	1.8	2.3	4.1	6.3	3.1	0.9	0.6	0.6	0.5	0.6	0.8	0.7	0.9	1.3	1.6	2.3	2.8	4.7	5.8	6.3	6.7	9.3	8.6
	12	56.7	9	7.1	4.9	3.4	1.9	1.1	1.1	0.6	0.8	0.5	0.7	1	1.2	1	1.4	1.9	4.4	7.4	3.8	1.3	0.5	0.7	0.6	0.6	0.6	0.8	0.9	1.3	1.6	2.7	3.4	5	6	6.7	6.4	7.6	9
FREQUENCY OF SPEED                                                              																																							
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25												
	ALL	29.9	20.6	16.7	10	7.1	5.4	4.1	2.9	1.4	0.9	0.5	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0												
	1	53.5	20.6	9.8	4.1	2.7	2.3	2.2	2.1	1.1	0.7	0.3	0.3	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0												
	2	45.6	22.6	12.3	5.1	3.1	3.3	2.8	2.2	1.2	0.9	0.5	0.2	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0												
	3	33.6	23.6	15.5	7	5.2	4.1	3.5	2.9	1.8	1.4	0.8	0.3	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0												
	4	19.9	21.8	18.6	11.4	7.9	6.6	4.9	3.9	1.9	1.3	0.8	0.4	0.2	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0												
	5	12	16.9	19.7	15.7	11.7	8.9	6.6	4.3	2.1	1.2	0.6	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0												
	6	10.7	17.2	21.8	16.7	12.7	8.7	5.8	3.6	1.6	0.8	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
	7	11.3	18.7	23.7	17.3	11.7	7.7	4.9	2.8	1.1	0.5	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
	8	17.7	18.8	20.6	13.7	9.8	7.3	5.4	3.6	1.6	0.9	0.5	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0												
	9	19	20.5	18.7	11.5	8.6	7.1	5.9	4.1	2	1.3	0.6	0.4	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0
	10	28.2	25.1	18.7	9.2	5.9	4.3	3.4	2.3	1.3	0.9	0.4	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
	11	53.1	22.9	10.7	4.3	2.5	2.1	1.6	1.2	0.7	0.4	0.3	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
	12	56.7	19.2	9.8	3.9	2.9	2.2	1.9	1.3	0.9	0.6	0.4	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
PERCENT OF POWER BY SPEED                                                       																											
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
	ALL	0	0.7	2.8	5	7.7	11	14.3	16	11.7	10.2	7.5	4.1	2.9	1.4	0.8	0.6	0.2	0.3	0.3	0.1	0.3	0.2	0.1	0.2	0.4	1.2
	1	0	0.9	2.2	2.9	4.2	6.9	11	16.4	12.4	11.8	7.2	7.5	6	2.7	0.9	0.8	0	1.2	0	0	0.9	0.9	0	0	0	3.1
	2	0	0.8	2.4	3.1	4.3	8.3	12	15.2	11.8	11.9	9.6	5.6	4.9	2.9	1.9	1.7	0.8	0	1.6	0	0	0	0	0	0	1.4
	3	0	0.6	2.2	3	5	7.4	10.7	14.3	13	13.5	10.9	6	5.4	2.6	0.7	0.7	0	0	0.3	0	0	0	0	0	0.8	2.8
	4	0	0.5	2.2	4.1	6.3	9.8	12.5	16	11.1	11	9.1	6.2	3.5	1.2	1.7	1	0.2	0.7	0.3	0	0	0	0.6	0.6	1.4	0
	5	0	0.4	2.5	5.7	9.3	13.2	16.8	17.3	12.4	9.7	6.6	2.7	1.6	0.9	0.3	0.2	0	0	0	0	0.4	0	0	0	0	0
	6	0	0.5	3.3	7.4	12.1	15.6	17.7	17.6	11.1	7.9	4.7	0.9	0.5	0.3	0	0.4	0	0	0	0	0	0	0	0	0	0
	7	0	0.6	4.2	8.9	13.1	16.1	17.6	15.7	9.4	6.3	3.4	0.7	0.4	0.5	0	0.5	0.3	0.4	0	0	0	0	0	0	0	2.3
	8	0	0.5	3.1	6	9.5	13.3	16.8	17.7	11.3	8.5	6.6	2.2	1.9	0.6	0.2	0	0	0	0	0	0	0	0	0.8	0	1.1
	9	0	0.5	2.4	4.4	7.2	10.9	15.7	17.6	12.6	10.9	7.1	5.4	3	1.4	1	0	0	0	0	0	0	0	0	0	0	0
	10	0	0.9	3.4	5	7.1	9.8	13.1	14.4	11.9	10.5	6.5	3.1	1.6	0.6	0.5	0.6	0	0.8	1.8	1.6	1.3	2.1	0	0	1.1	2.6
	11	0	1.4	3.5	4.4	5.7	8.9	11.7	13.2	11.7	10.4	9.6	3.4	4.8	2.2	2.2	2.2	0.7	0	0	0	0	0	0	1.9	2	0
	12	0	1	2.8	3.3	5.6	7.9	11.8	12.6	12	11	11.3	6.5	2.8	2.3	0.3	0.8	1.1	1.2	0.7	0	1	0	0	0	0	3.9
PREVAILING DIRECTION BY HOUR                                                    																											
	Month	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23		
	ALL	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170		
	1	340	350	340	320	360	340	340	170	340	170	360	360	360	360	360	170	170	170	170	170	170	170	10	350		
	2	340	310	340	320	340	340	330	360	340	360	360	160	170	170	170	170	170	170	170	170	170	170	350	340		
	3	170	330	320	330	320	320	320	320	360	360	170	170	170	160	170	170	170	170	170	170	170	170	170	170		
	4	170	170	170	170	170	170	170	170	170	170	170	170	170	160	170	170	170	160	170	170	170	170	160	170		
	5	170	170	170	170	170	170	170	170	170	170	170	170	160	170	170	170	180	180	170	180	170	170	160	160		
	6	170	170	170	170	170	170	170	170	170	170	170	170	160	170	160	170	160	170	160	170	170	170	160	160		
